date,new_cases,new_deaths,new_recoveries,total_cases,total_deaths,total_recoveries,active_cases,tests_conducted,positivity_rate,vaccinations_daily
2021-12-08,1103735,6332,1048548,184767594,1401788,175529214,7836591,6375718,16.8,1449379
2021-12-09,1105920,6334,1050624,185873514,1408122,176579838,7885552,10036701,10.53,1365600
2021-12-10,1114138,6371,1058431,186987653,1414494,177638270,7934888,10106423,11.94,1350751
2021-12-11,1115524,6368,1059748,188103177,1420862,178698018,7984296,6313979,7.3,1381377
2021-12-12,1114146,6350,1058438,189217324,1427212,179756457,8033653,9457102,17.14,1277147
2021-12-13,1124321,6397,1068105,190341645,1433609,180824563,8083472,6869584,14.06,1344812
2021-12-14,1115617,6337,1059837,191457263,1439947,181884400,8132916,14594906,7.98,1349946
2021-12-15,1126523,6388,1070197,192583787,1446335,182954597,8182853,16308545,18.14,1345098
2021-12-16,1128750,6390,1072312,193712537,1452726,184026910,8232900,6460023,10.08,1203022
2021-12-17,1126496,6367,1070171,194839034,1459093,185097082,8282858,16391824,10.61,1250604
2021-12-18,1131851,6386,1075258,195970885,1465480,186172341,8333064,11574047,11.98,1233610
2021-12-19,1126056,6343,1069753,197096942,1471823,187242094,8383023,9003561,11.18,1271409
2021-12-20,1138936,6405,1081989,198235878,1478228,188324084,8433564,6570093,9.71,1279384
2021-12-21,1135307,6374,1078542,199371186,1484603,189402627,8483956,11360164,15.12,1319156
2021-12-22,1135444,6364,1078671,200506630,1490967,190481298,8534363,14698500,9.33,1208588
2021-12-23,1145036,6407,1087784,201651666,1497375,191569083,8585208,13821576,7.66,1197516
2021-12-24,1137909,6357,1081013,202789575,1503732,192650096,8635746,6261071,7.94,1268980
2021-12-25,1135932,6335,1079136,203925508,1510067,193729232,8686207,6507779,15.29,1215471
2021-12-26,1136639,6328,1079807,205062147,1516396,194809040,8736710,10262413,15.4,1253214
2021-12-27,1148801,6385,1091361,206210949,1522782,195900401,8787765,9136309,13.02,1193503
2021-12-28,1140618,6329,1083587,207351567,1529112,196983989,8838466,8353711,11.61,1110491
2021-12-29,1156942,6409,1099095,208508510,1535522,198083084,8889903,9035772,11.01,1091016
2021-12-30,1138803,6298,1081863,209647314,1541820,199164948,8940544,14844112,8.48,1069470
2021-12-31,1158636,6397,1100705,210805951,1548218,200265653,8992078,16559563,17.96,1169568
2022-01-01,1152045,6350,1094443,211957996,1554569,201360096,9043330,10427194,18.7,1185363
2022-01-02,1151236,6335,1093674,213109232,1560905,202453770,9094556,16187656,11.21,1207916
2022-01-03,1149616,6316,1092135,214258849,1567221,203545906,9145721,9444051,8.35,1147167
2022-01-04,1154849,6334,1097107,215413698,1573555,204643013,9197129,11276380,14.42,1152767
2022-01-05,1153069,6314,1095415,216566767,1579870,205738429,9248468,8371615,8.76,1055287
2022-01-06,1159066,6336,1101112,217725833,1586206,206839542,9300085,13218871,13.16,1016179
2022-01-07,1154301,6299,1096586,218880135,1592506,207936128,9351500,17071901,7.21,1106266
2022-01-08,1154550,6290,1096822,220034685,1598797,209032951,9402937,12740382,7.16,1074460
2022-01-09,1151935,6266,1094339,221186621,1605063,210127290,9454267,9881468,12.54,1048812
2022-01-10,1153310,6263,1095645,222339932,1611326,211222935,9505670,13237899,13.7,1052725
2022-01-11,1154861,6261,1097118,223494793,1617587,212320053,9557152,7193868,10.97,1039483
2022-01-12,1144383,6193,1087164,224639176,1623781,213407217,9608177,15891581,13.5,1077535
2022-01-13,1145689,6190,1088405,225784866,1629972,214495622,9659271,11492228,8.53,1068167
2022-01-14,1155527,6233,1097751,226940393,1636205,215593373,9710814,10969997,7.54,1020755
2022-01-15,1151930,6203,1094333,228092323,1642409,216687707,9762207,12508402,8.52,1026014
2022-01-16,1149303,6179,1091838,229241627,1648588,217779546,9813492,12927185,7.55,999660
2022-01-17,1149347,6169,1091880,230390975,1654757,218871426,9864791,6571692,11.15,941186
2022-01-18,1149908,6161,1092413,231540883,1660919,219963839,9916124,13599018,15.24,992415
2022-01-19,1144270,6121,1087057,232685154,1667040,221050896,9967216,8489706,8.08,875258
2022-01-20,1141760,6097,1084672,233826914,1673138,222135569,10018206,13860427,11.62,988129
2022-01-21,1145196,6106,1087937,234972111,1679244,223223506,10069360,15145628,8.54,866216
2022-01-22,1137775,6056,1080887,236109887,1685301,224304393,10120193,14836125,12.98,930795
2022-01-23,1143043,6074,1085891,237252931,1691375,225390284,10171270,12030543,17.2,864865
2022-01-24,1130708,5998,1074173,238383639,1697374,226464457,10221807,11535148,6.7,925467
2022-01-25,1142471,6051,1085348,239526111,1703425,227549805,10272880,7344676,15.24,886832
2022-01-26,1137679,6015,1080795,240663790,1709441,228630601,10323748,14509351,6.72,799579
2022-01-27,1134473,5988,1077750,241798264,1715429,229708351,10374483,8751436,6.77,891196
2022-01-28,1135871,5986,1079077,242934136,1721415,230787429,10425290,11321179,7.73,832166
2022-01-29,1136938,5981,1080091,244071074,1727397,231867520,10476156,8916710,8.62,896079
2022-01-30,1131224,5941,1074663,245202298,1733339,232942183,10526775,7170020,9.28,843104
2022-01-31,1114379,5843,1058660,246316678,1739182,234000844,10576651,12587563,7.32,853882
2022-02-01,1114509,5834,1058783,247431187,1745017,235059628,10626542,6178082,12.67,777365
2022-02-02,1114998,5827,1059248,248546186,1750844,236118877,10676464,13922376,10.33,786966
2022-02-03,1115362,5819,1059593,249661548,1756664,237178470,10726413,9119052,8.93,784749
2022-02-04,1114823,5807,1059082,250776372,1762471,238237553,10776347,5575620,10.97,841822
2022-02-05,1105506,5748,1050231,251881879,1768220,239287785,10825873,11178102,10.78,874221
2022-02-06,1106867,5746,1051523,252988746,1773966,240339308,10875470,6052924,12.04,741516
2022-02-07,1098853,5695,1043910,254087599,1779661,241383219,10924718,8528967,9.4,827099
2022-02-08,1096170,5671,1041362,255183770,1785333,242424582,10973854,13230526,7.4,656314
2022-02-09,1088695,5623,1034261,256272466,1790957,243458843,11022665,6125978,14.25,696688
2022-02-10,1087517,5608,1033141,257359984,1796566,244491985,11071433,14565544,6.97,700117
2022-02-11,1081686,5569,1027602,258441671,1802135,245519587,11119948,5449752,8.41,672149
2022-02-12,1079784,5550,1025795,259521455,1807685,246545382,11168387,8064088,7.56,652372
2022-02-13,1086060,5572,1031757,260607516,1813258,247577140,11217117,13476973,9.47,744037
2022-02-14,1072086,5492,1018482,261679602,1818750,248595622,11265229,8751121,7.82,704579
2022-02-15,1085950,5553,1031652,262765552,1824304,249627275,11313973,6536250,19.37,726208
2022-02-16,1071125,5468,1017569,263836678,1829772,250644844,11362060,9214184,7.59,733776
2022-02-17,1065372,5430,1012103,264902050,1835203,251656947,11409899,8207554,18.51,704607
2022-02-18,1055865,5373,1003072,265957915,1840576,252660020,11457319,14177232,7.19,716347
2022-02-19,1059291,5381,1006326,267017207,1845958,253666346,11504902,8615722,6.7,672175
2022-02-20,1048468,5317,996045,268065675,1851275,254662392,11552008,13514053,12.59,608554
2022-02-21,1047441,5303,995069,269113117,1856579,255657461,11599076,14579048,14.08,713107
2022-02-22,1055046,5333,1002294,270168164,1861912,256659755,11646495,9852208,7.9,623131
2022-02-23,1037112,5233,985257,271205276,1867146,257645012,11693117,14622698,13.28,598238
2022-02-24,1038620,5232,986689,272243897,1872379,258631702,11739815,9112008,7.32,628612
2022-02-25,1024577,5153,973348,273268475,1877532,259605051,11785891,15000618,16.59,584417
2022-02-26,1023077,5137,971923,274291552,1882669,260576974,11831907,6028886,15.98,601795
2022-02-27,1027207,5149,975846,275318759,1887819,261552821,11878118,12193148,6.76,632538
2022-02-28,1010264,5056,959751,276329024,1892875,262512572,11923575,10040151,8.52,625480
2022-03-01,1017455,5083,966582,277346479,1897958,263479155,11969365,9031432,7.42,555958
2022-03-02,1006876,5022,956532,278353356,1902981,264435688,12014686,11405008,12.13,569310
2022-03-03,995422,4956,945651,279348778,1907938,265381339,12059500,11983464,8.5,640317
2022-03-04,996249,4952,946437,280345028,1912890,266327777,12104360,5024718,9.14,604385
2022-03-05,992762,4927,943124,281337790,1917818,267270901,12149071,6621257,9.06,676341
2022-03-06,985781,4884,936491,282323571,1922702,268207393,12193476,11957977,8.46,624677
2022-03-07,969557,4796,921079,283293129,1927498,269128472,12237157,11308775,9.3,616026
2022-03-08,968475,4782,920052,284261605,1932281,270048524,12280799,14198317,10.76,482617
2022-03-09,965546,4760,917269,285227151,1937041,270965794,12324316,12175907,12.89,583461
2022-03-10,961056,4730,913003,286188208,1941771,271878797,12367638,13942748,7.88,535929
2022-03-11,959151,4713,911194,287147360,1946484,272789992,12410883,11534188,13.77,504410
2022-03-12,951534,4667,903957,288098894,1951152,273693949,12453792,7593738,8.39,533793
2022-03-13,938546,4596,891618,289037440,1955749,274585568,12496122,5681630,13.64,566143
2022-03-14,941684,4604,894600,289979124,1960353,275480168,12538603,12070736,8.89,537473
2022-03-15,937382,4575,890513,290916507,1964928,276370682,12580896,10725057,8.02,462114
2022-03-16,931663,4539,885080,291848171,1969468,277255762,12622939,5107248,13.91,536824
2022-03-17,928794,4518,882354,292776965,1973987,278138117,12664861,7988099,17.86,461543
2022-03-18,922079,4478,875975,293699045,1978465,279014092,12706486,13432853,15.85,498036
2022-03-19,914721,4435,868985,294613766,1982900,279883078,12747787,9150888,9.04,465870
2022-03-20,906590,4388,861260,295520357,1987289,280744339,12788728,8456030,7.41,463986
2022-03-21,893152,4316,848495,296413509,1991605,281592834,12829070,8553719,18.35,507191
2022-03-22,898126,4333,853219,297311635,1995938,282446054,12869643,6366661,8.1,410875
2022-03-23,891543,4294,846966,298203179,2000232,283293020,12909926,7744905,11.89,554206
2022-03-24,886399,4262,842079,299089579,2004494,284135100,12949984,7710021,10.22,360010
2022-03-25,873205,4191,829545,299962785,2008686,284964646,12989453,4823196,7.0,415355
2022-03-26,868746,4163,825308,300831531,2012849,285789955,13028726,11011945,12.02,457979
2022-03-27,873995,4181,830295,301705526,2017031,286620250,13068245,8010205,10.36,462970
2022-03-28,863128,4122,819972,302568655,2021153,287440222,13107278,11412111,19.47,423071
2022-03-29,861351,4107,818283,303430006,2025261,288258506,13146238,11631239,17.19,419621
2022-03-30,852726,4059,810089,304282732,2029320,289068596,13184815,6071358,13.18,437468
2022-03-31,847399,4027,805029,305130131,2033348,289873625,13223158,9807402,18.94,399892
2022-04-01,846634,4017,804303,305976766,2037365,290677928,13261473,8231677,8.84,475664
2022-04-02,834085,3950,792381,306810852,2041316,291470309,13299226,11511693,10.79,442586
2022-04-03,831900,3934,790305,307642753,2045250,292260615,13336887,5954252,9.54,438928
2022-04-04,823896,3889,782701,308466649,2049139,293043317,13374192,9703960,14.82,341700
2022-04-05,818858,3859,777915,309285507,2052999,293821232,13411275,9070917,12.56,380813
2022-04-06,814344,3831,773627,310099852,2056831,294594860,13448161,6476495,8.59,364587
2022-04-07,811900,3813,771305,310911752,2060645,295366165,13484942,5168562,6.82,324210
2022-04-08,803335,3767,763168,311715087,2064412,296129333,13521341,9251526,18.17,387432
2022-04-09,806989,3778,766639,312522077,2068190,296895973,13557913,9995350,7.19,337527
2022-04-10,791263,3698,751700,313313340,2071889,297647673,13593777,6453759,9.29,392217
2022-04-11,789872,3685,750379,314103213,2075575,298398052,13629585,9042723,9.4,301027
2022-04-12,783726,3651,744540,314886939,2079226,299142592,13665120,7015378,10.0,435629
2022-04-13,788326,3666,748910,315675266,2082892,299891502,13700870,9564029,17.56,300053
2022-04-14,777290,3608,738425,316452556,2086501,300629928,13736126,5434930,16.95,351078
2022-04-15,776733,3600,737896,317229289,2090101,301367824,13771362,10798260,9.08,375000
2022-04-16,759464,3514,721491,317988754,2093616,302089316,13805821,5980098,11.89,302219
2022-04-17,763599,3527,725419,318752353,2097144,302814736,13840473,6626411,7.06,368769
2022-04-18,762138,3515,724031,319514492,2100659,303538768,13875065,4253435,11.03,260131
2022-04-19,753583,3469,715904,320268076,2104129,304254672,13909274,4608254,15.55,389690
2022-04-20,754036,3466,716335,321022113,2107595,304971007,13943510,7659973,8.23,313334
2022-04-21,741717,3403,704631,321763830,2110999,305675639,13977192,5693369,12.6,278398
2022-04-22,747003,3422,709652,322510833,2114421,306385291,14011120,9976077,9.75,288901
2022-04-23,747161,3417,709803,323257995,2117839,307095095,14045060,3845591,8.35,339995
2022-04-24,729622,3331,693141,323987617,2121170,307788236,14078210,6414070,7.14,266063
2022-04-25,725039,3305,688787,324712656,2124476,308477024,14111156,6071082,7.74,253603
2022-04-26,730423,3324,693902,325443080,2127800,309170926,14144353,3793289,8.5,275826
2022-04-27,727004,3303,690654,326170084,2131103,309861580,14177400,4539187,8.48,223934
2022-04-28,712503,3231,676878,326882588,2134335,310538459,14209794,6509740,6.92,369736
2022-04-29,709090,3211,673635,327591678,2137546,311212094,14242037,7040304,12.57,246361
2022-04-30,705916,3191,670620,328297595,2140737,311882715,14274142,6383529,19.96,312281
2022-05-01,696799,3144,661959,328994394,2143882,312544674,14305837,7183563,12.95,277238
2022-05-02,695185,3132,660426,329689580,2147014,313205101,14337464,7613200,13.93,213648
2022-05-03,691078,3108,656524,330380658,2150123,313861625,14368909,3523971,8.61,258732
2022-05-04,688641,3092,654209,331069299,2153216,314515834,14400248,6639156,8.82,294430
2022-05-05,688749,3087,654312,331758049,2156304,315170146,14431598,10079849,9.15,242062
2022-05-06,686599,3073,652269,332444648,2159377,315822415,14462855,6996667,19.37,307420
2022-05-07,689746,3082,655259,333134394,2162459,316477675,14494260,8122058,8.14,295173
2022-05-08,673629,3005,639948,333808024,2165464,317117623,14524936,5468954,12.14,286419
2022-05-09,680230,3029,646219,334488255,2168493,317763842,14555918,8666081,8.58,213910
2022-05-10,670987,2983,637438,335159242,2171477,318401280,14586484,8541143,9.46,179364
2022-05-11,668618,2967,635187,335827861,2174445,319036467,14616947,6828571,11.87,199182
2022-05-12,669107,2965,635651,336496968,2177410,319672119,14647438,9876113,15.76,236221
2022-05-13,657045,2906,624193,337154013,2180316,320296313,14677383,4110150,16.82,250288
2022-05-14,661555,2921,628478,337815569,2183238,320924791,14707539,3419897,7.51,111051
2022-05-15,657518,2899,624642,338473087,2186137,321549433,14737516,8351521,7.05,215897
2022-05-16,656247,2888,623434,339129335,2189026,322172868,14767440,8578170,8.7,220920
2022-05-17,652385,2866,619766,339781720,2191893,322792634,14797192,4046143,16.57,195892
2022-05-18,660426,2897,627405,340442147,2194791,323420039,14827316,5056112,11.09,271128
2022-05-19,642225,2812,610114,341084373,2197603,324030154,14856614,3323855,8.14,224487
2022-05-20,640077,2798,608073,341724451,2200402,324638228,14885819,5077792,7.81,265782
2022-05-21,636987,2780,605138,342361438,2203183,325243367,14914888,8109758,16.18,186387
2022-05-22,634748,2766,603010,342996187,2205949,325846378,14943859,6461488,20.0,241011
2022-05-23,631811,2748,600221,343627999,2208698,326446599,14972701,5358366,8.25,272881
2022-05-24,638466,2773,606542,344266465,2211471,327053141,15001851,5565759,11.67,253742
2022-05-25,637194,2763,605334,344903659,2214235,327658476,15030947,3194596,13.25,130617
2022-05-26,624855,2705,593613,345528515,2216940,328252089,15059485,4997600,19.5,169645
2022-05-27,621211,2684,590151,346149727,2219624,328842240,15087861,7121938,9.61,162212
2022-05-28,625439,2698,594167,346775166,2222323,329436408,15116434,9220198,7.4,201112
2022-05-29,618074,2662,587170,347393241,2224986,330023579,15144676,8325836,6.86,208182
2022-05-30,621795,2673,590705,348015036,2227659,330614284,15173091,3255688,9.38,129171
2022-05-31,617481,2650,586607,348632517,2230310,331200891,15201314,8635852,9.86,171796
2022-06-01,606764,2600,576426,349239282,2232911,331777317,15229052,7785989,17.09,64731
2022-06-02,619995,2652,588995,349859277,2235564,332366313,15257399,7938270,9.53,235183
2022-06-03,619188,2645,588229,350478466,2238209,332954542,15285713,5931804,11.36,134861
2022-06-04,605133,2580,574876,351083599,2240790,333529419,15313389,5434130,9.03,160701
2022-06-05,604281,2572,574067,351687880,2243363,334103486,15341030,4851867,11.25,139887
2022-06-06,605704,2574,575418,352293584,2245937,334678905,15368741,3426437,13.51,210168
2022-06-07,604034,2563,573832,352897618,2248500,335252738,15396380,4398790,16.81,8521
2022-06-08,603771,2557,573583,353501390,2251058,335826321,15424010,4507781,12.27,147129
2022-06-09,608676,2574,578242,354110066,2253632,336404563,15451870,5989841,16.76,140266
2022-06-10,595913,2516,566118,354705980,2256148,336970681,15479150,7433692,14.77,120504
2022-06-11,591006,2491,561456,355296986,2258640,337532137,15506209,5755278,6.72,227158
2022-06-12,586325,2467,557008,355883312,2261107,338089146,15533058,3270782,10.59,94174
2022-06-13,587813,2469,558423,356471126,2263577,338647569,15559979,8569092,9.69,174856
2022-06-14,589571,2472,560092,357060697,2266049,339207662,15586984,8505890,7.28,151835
2022-06-15,596998,2499,567148,357657696,2268549,339774811,15614335,7672562,6.69,194886
2022-06-16,583744,2440,554557,358241441,2270989,340329368,15641082,8705551,9.24,96269
2022-06-17,585776,2444,556487,358827217,2273434,340885856,15667926,6118331,7.62,90829
2022-06-18,582915,2428,553769,359410133,2275863,341439626,15694643,8526706,12.09,180160
2022-06-19,587294,2442,557929,359997427,2278305,341997556,15721565,3380496,12.41,144532
2022-06-20,592354,2459,562736,360589782,2280765,342560293,15748723,5127900,11.08,43957
2022-06-21,575444,2385,546672,361165226,2283151,343106965,15775110,4174167,8.53,92206
2022-06-22,574040,2375,545338,361739267,2285526,343652304,15801436,3994366,8.46,136487
2022-06-23,580106,2396,551101,362319374,2287923,344203405,15828044,3717340,12.27,157081
2022-06-24,576700,2378,547865,362896074,2290302,344751270,15854501,6472961,15.79,79285
2022-06-25,580935,2392,551888,363477009,2292694,345303159,15881155,7443648,8.83,0
2022-06-26,573036,2355,544384,364050046,2295050,345847543,15907451,6179043,15.92,135597
2022-06-27,566738,2326,538401,364616785,2297376,346385945,15933462,3666589,9.27,46556
2022-06-28,569908,2335,541413,365186694,2299712,346927359,15959622,7472212,8.38,4869
2022-06-29,570920,2335,542374,365757614,2302047,347469733,15985833,6485393,8.33,0
2022-06-30,567898,2319,539504,366325513,2304366,348009237,16011908,5043884,7.98,142841
2022-07-01,564750,2302,536513,366890264,2306669,348545750,16037844,6630911,7.28,106815
2022-07-02,565962,2303,537664,367456226,2308972,349083415,16063838,4300777,10.0,87370
2022-07-03,564885,2295,536641,368021112,2311268,349620056,16089787,4774370,8.13,166398
2022-07-04,564354,2289,536136,368585467,2313557,350156193,16115715,7999644,8.94,127132
2022-07-05,559084,2264,531130,369144551,2315821,350687324,16141405,4419588,14.56,174425
2022-07-06,553394,2237,525725,369697946,2318059,351213049,16166837,5367864,19.02,22342
2022-07-07,553343,2233,525676,370251290,2320292,351738725,16192271,7692261,12.75,88645
2022-07-08,557012,2244,529161,370808302,2322537,352267887,16217877,6727160,10.6,7954
2022-07-09,545253,2193,517990,371353556,2324731,352785878,16242946,3065433,8.95,75762
2022-07-10,549527,2207,522051,371903084,2326938,353307929,16268215,3557108,7.41,73265
2022-07-11,544049,2181,516847,372447133,2329119,353824777,16293236,2762910,14.36,115515
2022-07-12,544477,2179,517253,372991611,2331299,354342031,16318281,6157619,15.99,84973
2022-07-13,549028,2194,521577,373540640,2333493,354863608,16343538,5202999,6.83,112399
2022-07-14,541877,2161,514783,374082518,2335655,355378392,16368470,3436994,16.45,114957
2022-07-15,539423,2148,512451,374621941,2337803,355890844,16393293,7864433,10.22,186110
2022-07-16,530642,2110,504109,375152583,2339913,356394954,16417715,5463807,9.21,61199
2022-07-17,539403,2141,512433,375691987,2342055,356907387,16442544,4001801,9.6,28535
2022-07-18,537111,2128,510256,376229098,2344183,357417643,16467271,5374357,17.06,86534
2022-07-19,542891,2147,515746,376771990,2346331,357933390,16492267,6404056,17.95,32780
2022-07-20,528705,2088,502270,377300695,2348420,358435661,16516614,3046609,16.52,145677
2022-07-21,529487,2087,503013,377830183,2350508,358938674,16541001,4101962,9.21,56124
2022-07-22,527763,2077,501375,378357947,2352585,359440049,16565311,6897688,9.58,40733
2022-07-23,532505,2092,505880,378890452,2354678,359945929,16589843,5110266,13.63,44192
2022-07-24,522218,2049,496107,379412671,2356727,360442037,16613905,5465422,8.79,102445
2022-07-25,522143,2045,496035,379934814,2358773,360938073,16637967,4870633,7.58,57422
2022-07-26,521814,2040,495724,380456629,2360813,361433797,16662017,2838151,18.46,32031
2022-07-27,517710,2021,491824,380974339,2362834,361925622,16685882,3446655,10.02,146206
2022-07-28,512520,1997,486894,381486860,2364832,362412517,16709510,4846097,8.41,18973
2022-07-29,513672,1998,487988,382000533,2366831,362900506,16733195,3642891,13.29,62421
2022-07-30,515992,2004,490192,382516525,2368835,363390699,16756990,2837849,12.38,92138
2022-07-31,503386,1952,478217,383019911,2370787,363868916,16780207,6763749,8.98,0
2022-08-01,507050,1963,481698,383526962,2372751,364350614,16803596,7510398,7.15,81349
2022-08-02,500724,1935,475688,384027686,2374686,364826302,16826697,6475080,7.63,3514
2022-08-03,508010,1960,482610,384535697,2376646,365308912,16850137,6877372,9.23,96360
2022-08-04,492201,1896,467591,385027899,2378543,365776504,16872851,3652023,8.13,6056
2022-08-05,494776,1902,470037,385522675,2380446,366246541,16895687,7226834,11.56,87812
2022-08-06,497181,1908,472322,386019856,2382354,366718863,16918637,3464983,8.76,107467
2022-08-07,500817,1919,475776,386520674,2384274,367194640,16941758,7269019,10.35,94265
2022-08-08,490327,1876,465811,387011001,2386151,367660451,16964398,7329508,14.49,62793
2022-08-09,485516,1854,461240,387496518,2388006,368121692,16986819,5883117,8.32,37712
2022-08-10,495305,1889,470540,387991824,2389895,368592233,17009696,7336189,9.47,19523
2022-08-11,476237,1813,452425,388468061,2391708,369044658,17031694,5093551,11.65,120977
2022-08-12,470032,1786,446530,388938094,2393495,369491189,17053409,3570090,7.09,11548
2022-08-13,480745,1824,456707,389418839,2395319,369947897,17075622,4504562,19.2,0
2022-08-14,473524,1794,449848,389892363,2397113,370397745,17097504,5178278,12.26,78030
2022-08-15,468389,1771,444969,390360752,2398885,370842715,17119152,2684251,17.96,4097
2022-08-16,474468,1791,450744,390835221,2400677,371293459,17141083,5325163,7.9,0
2022-08-17,469547,1770,446070,391304768,2402447,371739530,17162791,6954839,8.32,0
2022-08-18,462882,1742,439737,391767651,2404189,372179268,17184193,3194384,12.03,17270
2022-08-19,456645,1715,433813,392224296,2405905,372613082,17205309,5902583,8.51,36479
2022-08-20,464726,1743,441490,392689023,2407648,373054572,17226802,6542877,11.16,51982
2022-08-21,460903,1725,437858,393149926,2409374,373492430,17248121,6654072,7.96,86619
2022-08-22,454417,1698,431696,393604344,2411073,373924127,17269143,6635110,10.48,64638
2022-08-23,461379,1722,438310,394065724,2412795,374362437,17290490,4712807,10.96,28002
2022-08-24,444002,1654,421801,394509726,2414449,374784239,17311036,6559277,6.97,26901
2022-08-25,438903,1632,416958,394948630,2416082,375201198,17331349,5518384,13.32,61597
2022-08-26,440224,1634,418213,395388854,2417717,375619411,17351725,2912840,16.12,99009
2022-08-27,440582,1633,418553,395829437,2419350,376037965,17372121,4304054,9.22,40999
2022-08-28,439128,1625,417171,396268565,2420976,376455137,17392452,5350037,6.81,10542
2022-08-29,433781,1602,412092,396702347,2422579,376867229,17412538,3241821,11.39,0
2022-08-30,433798,1600,412108,397136145,2424179,377279338,17432627,4947971,17.79,0
2022-08-31,422807,1557,401666,397558952,2425736,377681005,17452211,4932469,11.91,65330
2022-09-01,433286,1593,411622,397992239,2427329,378092627,17472282,2871388,9.94,60278
2022-09-02,422636,1551,401504,398414875,2428881,378494131,17491862,4501437,15.11,59621
2022-09-03,425590,1559,404310,398840465,2430440,378898442,17511582,5411921,8.63,23705
2022-09-04,418652,1531,397719,399259117,2431972,379296161,17530983,4181897,6.68,99881
2022-09-05,416135,1519,395328,399675252,2433492,379691490,17550270,2131040,10.51,4735
2022-09-06,413591,1508,392912,400088844,2435000,380084402,17569442,2105342,11.7,76122
2022-09-07,409853,1491,389360,400498697,2436492,380473763,17588442,3512560,11.1,25849
2022-09-08,407679,1481,387295,400906377,2437973,380861058,17607345,5814302,16.26,0
2022-09-09,407943,1480,387546,401314321,2439453,381248605,17626262,2972593,7.23,56300
2022-09-10,399094,1445,379139,401713415,2440899,381627745,17644771,4527182,10.93,46613
2022-09-11,398452,1440,378529,402111868,2442340,382006275,17663253,2877129,11.27,43449
2022-09-12,391237,1412,371675,402503105,2443752,382377950,17681402,3214678,8.62,29142
2022-09-13,395648,1425,375865,402898753,2445178,382753816,17699759,5333504,10.62,22671
2022-09-14,381811,1373,362720,403280565,2446552,383116537,17717476,4691933,8.71,143481
2022-09-15,390928,1404,371382,403671493,2447956,383487919,17735618,2327585,17.81,82782
2022-09-16,378438,1357,359517,404049932,2449313,383847436,17753183,3514570,7.61,59225
2022-09-17,368187,1318,349778,404418120,2450631,384197214,17770274,1948339,6.94,28198
2022-09-18,372671,1331,354037,404790792,2451963,384551252,17787576,3655495,8.7,72499
2022-09-19,365301,1303,347036,405156093,2453266,384898289,17804537,4246393,6.87,47583
2022-09-20,369575,1316,351096,405525669,2454583,385249385,17821700,2285831,15.35,22544
2022-09-21,358762,1275,340824,405884431,2455859,385590209,17838362,2830223,10.23,5614
2022-09-22,356438,1265,338616,406240869,2457124,385928826,17854918,3200232,9.08,16314
2022-09-23,345855,1225,328562,406586725,2458350,386257388,17870985,4909523,9.24,0
2022-09-24,349666,1237,332183,406936391,2459587,386589572,17887231,5221415,11.09,30048
2022-09-25,336425,1188,319604,407272817,2460776,386909176,17902864,1833223,11.93,0
2022-09-26,337235,1189,320373,407610053,2461965,387229550,17918536,4252569,15.95,98341
2022-09-27,345560,1216,328282,407955614,2463182,387557833,17934598,3012335,11.21,19281
2022-09-28,342285,1203,325170,408297899,2464385,387883004,17950509,3054751,15.09,0
2022-09-29,337075,1182,320222,408634975,2465568,388203226,17966180,4227825,8.1,15055
2022-09-30,326702,1144,310366,408961677,2466712,388513593,17981370,4634027,14.11,0
2022-10-01,327883,1146,311488,409289560,2467859,388825082,17996618,4757349,17.9,40483
2022-10-02,324685,1133,308451,409614245,2468993,389133533,18011718,3497261,9.5,31003
2022-10-03,315491,1099,299717,409929737,2470093,389433250,18026393,2704145,9.13,63997
2022-10-04,325379,1132,309110,410255116,2471225,389742360,18041530,4189414,7.29,0
2022-10-05,318826,1107,302885,410573943,2472333,390045246,18056364,2394394,9.29,17124
2022-10-06,309913,1074,294417,410883856,2473407,390339663,18070784,3297709,11.83,0
2022-10-07,307731,1065,292345,411191588,2474473,390632009,18085105,2642120,7.67,49844
2022-10-08,305220,1055,289959,411496808,2475528,390921968,18099311,3530272,9.61,40395
2022-10-09,290552,1002,276025,411787361,2476531,391197993,18112836,2151250,17.26,38930
2022-10-10,296112,1020,281306,412083473,2477551,391479300,18126622,2047889,9.38,13915
2022-10-11,290528,999,276001,412374002,2478550,391755301,18140149,4120383,7.1,34273
2022-10-12,285524,980,271248,412659526,2479531,392026550,18153444,1718297,11.16,93458
2022-10-13,285727,979,271440,412945253,2480510,392297991,18166751,2874295,12.56,0
2022-10-14,292726,1001,278090,413237980,2481512,392576081,18180386,2110130,15.54,19603
2022-10-15,283555,968,269377,413521536,2482481,392845459,18193595,1528164,15.35,0
2022-10-16,274115,935,260409,413795651,2483416,393105868,18206365,1469308,10.72,0
2022-10-17,276461,941,262638,414072112,2484358,393368507,18219247,1866729,9.13,16748
2022-10-18,277231,942,263370,414349344,2485300,393631877,18232166,3789124,17.22,66794
2022-10-19,271504,921,257928,414620848,2486222,393889806,18244820,2124462,6.95,0
2022-10-20,263834,893,250643,414884683,2487116,394140449,18257117,3826817,7.97,0
2022-10-21,256968,869,244120,415141652,2487985,394384569,18269097,2779427,9.2,0
2022-10-22,260371,879,247353,415402024,2488864,394631922,18281236,2438679,7.53,0
2022-10-23,255537,861,242760,415657561,2489726,394874683,18293151,2760033,17.24,25120
